607141            00300M         X,6191800055551,0,0,3,3,0,0,21,21
607141            00300M         X,6191800055551,0,0,4,3,0,0,22,22
561068            00500F         X,6000000542597,0,0,6,6,0,0,21,21
561068            00500F         X,6000000542597,0,0,3,3,0,0,22,22
561068            00600F         X,6000000542603,0,0,1,1,0,0,21,21
561068            00600F         X,6000000542603,0,0,0,0,0,0,22,22
951051            01I003         X,6000000418359,0,4,32,40,0,0,21,21
951051            01I003         X,6000000418359,0,6,64,64,0,0,22,22
951051            01I01S         X,6000000418366,0,4,15,20,0,0,21,21
951051            01I01S         X,6000000418366,0,4,46,46,0,0,22,22
951051            01I01V         X,6000000418380,0,4,11,17,0,0,21,21
951051            01I01V         X,6000000418380,0,4,27,27,0,0,22,22
951051            01I05E         X,6000000418373,0,4,17,19,0,0,21,21
951051            01I05E         X,6000000418373,0,4,26,26,0,0,22,22
951051            01M003         X,6000000461287,0,5,25,27,0,0,21,21
951051            01M003         X,6000000461287,0,4,16,16,0,0,22,22
951051            01M01S         X,6000000461324,0,5,43,45,0,0,21,21
951051            01M01S         X,6000000461324,0,4,10,9,0,0,22,22
951051            01M01V         X,6000000461300,0,67,10,17,0,0,21,21
951051            01M01V         X,6000000461300,0,34,8,8,0,0,22,22
951051            01M05E         X,6000000461263,0,5,17,25,0,0,21,21
951051            01M05E         X,6000000461263,0,4,15,15,0,0,22,22
951051            01N003         X,6000000461294,0,0,9,18,0,0,21,21
951051            01N003         X,6000000461294,0,4,23,23,0,0,22,22
951051            01N01S         X,6000000461331,0,10,45,49,0,0,21,21
951051            01N01S         X,6000000461331,0,4,23,23,0,0,22,22
951051            01N01V         X,6000000461317,0,7,40,46,0,0,21,21
951051            01N01V         X,6000000461317,0,4,18,18,0,0,22,22
951051            01N05E         X,6000000461270,0,5,21,25,0,0,21,21
951051            01N05E         X,6000000461270,0,4,21,22,0,0,22,22
951072            006002         X,6190000037527,0,50,6,7,0,0,21,21
951072            006002         X,6190000037527,0,50,7,7,0,0,22,22
951072            006004         X,6190000037541,0,65,3,3,0,0,21,21
951072            006004         X,6190000037541,0,65,1,1,0,0,22,22
951072            006009         X,6190000037480,0,0,4,4,0,0,21,21
951072            006009         X,6190000037480,0,0,9,9,0,0,22,22
951072            00600D         X,6190000037565,0,3,1,1,0,0,21,21
951072            00600D         X,6190000037565,0,3,2,2,0,0,22,22
801173            001003         X,6000000491260,0,1,1,1,0,0,21,21
801173            001003         X,6000000491260,0,1,1,1,0,0,22,22
951072            00600E         X,6190000037466,0,9,2,2,0,0,21,21
951072            00600E         X,6190000037466,0,9,1,1,0,0,22,22
951072            00600H         X,6190000037503,0,37,1,1,0,0,21,21
951072            00600H         X,6190000037503,0,37,6,6,0,0,22,22
951072            00600V         X,6190000037589,0,3,1,1,0,0,21,21
951072            00600V         X,6190000037589,0,3,1,1,0,0,22,22
951072            00601R         X,6190000056214,0,3,0,0,0,0,21,21
951072            00601R         X,6190000056214,0,3,0,0,0,0,22,22
951072            007002         X,6190000037534,0,37,13,13,0,0,21,21
951072            007002         X,6190000037534,0,37,15,15,0,0,22,22
951072            007004         X,6190000037558,0,65,2,1,0,0,21,21
951072            007004         X,6190000037558,0,65,0,0,0,0,22,22
951072            007009         X,6190000037497,0,0,10,10,0,0,21,21
951072            007009         X,6190000037497,0,0,10,10,0,0,22,22
951072            00700D         X,6190000037572,0,6,2,2,0,0,21,21
951072            00700D         X,6190000037572,0,6,3,3,0,0,22,22
951072            00700E         X,6190000037473,0,16,2,2,0,0,21,21
951072            00700E         X,6190000037473,0,16,8,9,0,0,22,22
951072            00700H         X,6190000037510,0,0,4,4,0,0,21,21
951072            00700H         X,6190000037510,0,0,11,10,0,0,22,22
951072            00700V         X,6190000037596,0,4,1,1,0,0,21,21
951072            00700V         X,6190000037596,0,4,0,0,0,0,22,22
951072            00701R         X,6190000056221,0,21,0,0,0,0,21,21
951072            00701R         X,6190000056221,0,21,1,1,0,0,22,22
951073            006002         X,6190000037329,0,0,1,-1,0,0,21,21
951073            006002         X,6190000037329,0,0,0,0,0,0,22,22
951073            006009         X,6190000037343,0,0,0,0,0,0,21,21
951073            006009         X,6190000037343,0,0,0,0,0,0,22,22
951073            00600H         X,6190000037367,0,0,3,3,0,0,21,21
951073            00600H         X,6190000037367,0,0,1,1,0,0,22,22
607141            004001         X,6191800055650,0,0,5,5,0,0,21,21
607141            004001         X,6191800055650,0,0,1,3,0,0,22,22
951073            00601P         X,6190000037381,0,0,2,2,0,0,21,21
